alpha,alpha_prime,beta,T,error_alpha,error_beta,GoF_alpha,GoF_beta
0.001687463331711065,0.000339692701697916,1.2114062591059949,nan,-0.0021321427685669914,-0.005742417358041263,0.9767577772192358,0.9933508851643733
0.0023766694655724275,0.0005952288714349945,1.2410925080839788,nan,-0.002272045807673151,-0.017306074665985216,0.9819476637079625,0.9799613872288592
0.0010394827847632904,0.00010943253857598414,1.1855679318663233,nan,0.0015975544724498025,-0.003158925958193115,0.9694370461381688,0.99591197817175
2.4892725906981473e-06,6.832008297214685e-05,0.8457018611111897,nan,-2.952308299530859e-05,0.0026015601406993993,0.9898514402203629,0.9928457096130766
0.005557690274983386,0.0008463226541807316,1.5066143041283575,nan,-0.003126416356744932,-0.004281180007426388,0.9894637001178188,0.99476744665759
0.0029652054568298216,0.0001172185823481998,1.1680191787306076,nan,-0.003135980844387709,-0.0020922625028264585,0.9751565153886168,0.9967121589241299
8.860839309493443e-07,0.005528825567515103,2.3896574402206983,nan,0.008440958855732372,0.018337390571143253,0.9017311092668652,0.9798288703717424
0.003329161617578134,5.822046655656628e-05,1.487193473876348,nan,0.0035064021930986122,0.0037206548498212033,0.9752266044486566,0.9941532566645667
7.6044331252849565e-06,0.00024353462846547606,1.085315295006284,nan,-0.0003912705135686711,-0.0011471816530687073,0.9592845703742481,0.9971957781813876
6.762192648614289e-06,0.00013495884387256947,0.8442403975241602,nan,4.8563723551164895e-05,0.0011250950392968084,0.9877028383096073,0.9979373257612891
0.0010962324117689264,0.006328654646078935,0.4929752818792203,nan,0.006482312559386361,0.0010080568249670463,0.9795983417386154,0.995564549970145
0.0008581057347618367,0.005917819941155718,0.5890487691944032,nan,-0.002640281090750707,-0.003490759401284682,0.9895842122108,0.9890290418816767
4.993518749559583e-06,0.0021543873306923466,0.12950523109019008,nan,0.0017107257694768396,0.002381601426808877,0.978742654365132,0.9947604768610204
0.000595457646073288,2.1339114887002198e-05,0.1377084328359925,nan,0.00026867974347479645,0.0022673956270666817,0.98966444284052,0.9966744864136355
7.060056997422329e-05,0.004426756319571337,0.09097270080491894,nan,-0.004263502215255843,0.005198601987045526,0.9760329621134586,0.9872923062538888
2.3242238341882667e-05,0.00011927023901398139,0.07510093963919542,nan,-5.9483008517290104e-05,-0.006364047484257396,0.9889502750279745,0.9766651592243896
1.1318699842396261e-06,0.005877140182786084,0.21458677390964057,nan,-0.013280821530422177,-0.0007564895797083637,0.9398346841230971,0.9983357229246416
1.3595393149278816e-06,0.0011847031956083202,0.1937431384773045,nan,-0.001585853454982411,-0.0034657990595162724,0.9605171277462355,0.9930684018809675
0.006191155722314888,0.009707026704526158,0.07775622403867627,nan,0.006755344771154581,0.0014408133819680535,0.9868880429229041,0.9894340351989009
0.0014481447392104589,0.00132116487867122,0.059495794240343285,nan,-0.003107967281323787,0.0009114831492889608,0.9569334787807326,0.9899736853578214
0.001632042715156486,0.0008119010426557899,0.023531211773319894,nan,-0.000695439528028214,-2.1746270699993242e-05,0.9850906482951216,0.9995650745860001
0.000843840805560688,0.003121035311538623,0.05125616626113625,nan,0.0011072197680136453,0.001964622328653437,0.9927294461523918,0.9913556617539249
0.0017617557521241495,0.0018946210929358458,0.010585866609892872,nan,-0.002879674639211627,0.0006940069908136781,0.975268765696018,0.9861198601837264
0.000621542820405302,2.450308893246181e-06,0.07134762805063691,nan,0.00022597111994360208,0.00436835463367391,0.9866677039233275,0.9893217997843526
0.002521858794335484,1.859641718684498e-06,0.10022141987132419,nan,-0.0053790393741368625,-0.0052661089719471255,0.9373163656327824,0.9894677820561057
7.503975184138779e-06,0.0020494301876655685,0.03387792936537326,nan,-0.0025549094749299783,0.0010421129477629631,0.9711628423882275,0.9971341893936518
0.005268367186288868,7.575804242943251e-07,0.029416619161152964,nan,0.0047526122654812375,0.003663184925496221,0.9253160929710091,0.9798524829097708
0.0012694722646422484,5.794688726820869e-06,0.09709865138492416,nan,-0.004299792374402367,-0.0016394077593722134,0.9183583726379297,0.9974237878067008
0.008954180442062486,0.009348094247111187,0.03765227004841906,nan,-0.01704280540060288,0.0008955287508503051,0.9672040932613392,0.9901491837406466
0.000591393672645153,0.010283448410066114,0.0860638843109137,nan,-0.008682931428445173,-0.006029534174973705,0.9823687746850222,0.9778917080250964
0.00011224552407205545,0.0004408530829303947,0.04887332400574862,nan,-0.0013758987617141782,-0.006967086658889288,0.9394604544845764,0.961681023376109
0.008814351308485327,0.009004372966792107,0.03430992283076942,nan,-0.005330963957676849,-0.0011968184353867983,0.9893202725388778,0.9868349972107452
1.5521203823015147e-06,0.0003534472697444014,0.16341013214362204,nan,-0.00021554690168301693,0.00510031792339305,0.9822772547505074,0.9897993641532139
0.0016454216535116881,9.32016457124663e-07,0.07918673086086495,nan,0.0017764063460564694,0.004294694894734441,0.9490561506301504,0.9865023874736918
0.002377142033538937,0.00011839284808488193,0.11577379408914006,nan,-0.0006299533137041347,-0.008123236176736381,0.994890505644224,0.9914492250771196
0.003750234505312263,1.044954241800423e-06,0.07357735520336184,nan,0.0017324543171459705,0.0037873472166009003,0.9872269077275654,0.9930565301028983
5.420274897397829e-08,0.0009495263841377478,0.2578214019592606,nan,-0.002986691706564737,-0.004248032015270242,0.8941808433682777,0.9928110227433888
1.8980366653720658e-06,0.0004777458099729423,0.20575116343451075,nan,-0.0005204520092223497,-0.00802118136447938,0.9642982615624913,0.9852945008317878
2.2098198928295254e-06,2.0855342567751987e-05,0.1403531057082791,nan,1.2197409470893206e-05,0.005431088740570911,0.9878025905291081,0.98008600795124
1.788886595209819e-06,0.0006805343596405481,0.04745723330320993,nan,-0.0003892468205208832,-3.2756563218383494e-05,0.9845536975983776,0.9999279355609195
0.0014633463423657802,3.102148335125589e-07,0.043470575180467826,nan,0.0017593526415250471,0.008172078904129965,0.9431320358294933,0.974316323444163
0.00013050887056740898,0.006905148579084782,0.20922789449389445,nan,-0.0011236435940740197,0.004635097201319938,0.9962071102309737,0.9872534826963701
0.00035231359214140214,5.2201952098465e-06,0.27706754510446197,nan,0.00021658139013591704,0.015942954800472697,0.9855747096495294,0.9766169996259734
0.00011289333422317873,5.626156138806018e-06,0.30587078637352794,nan,-7.879428869594918e-06,0.001857749017201149,0.9984361833731461,0.9972753014414383
1.2115085771519764e-06,0.0008842277384679452,0.24127684830719934,nan,-0.0007239031965755593,-0.015036576470747853,0.9755308072558965,0.9699268470585043
0.0016718321646521967,2.990240989209854e-06,0.230232177135832,nan,-0.00012777170520317238,6.198577356830715e-05,0.9979358367495449,0.9998863594151247
0.003628717886551949,0.002428263390335846,0.011776055196629344,nan,-0.0017303581685761404,0.00019781733810713548,0.9881482317220812,0.995648018561643
0.0010402992386079747,0.005426342809570902,0.046707196081047245,nan,0.00362008705411504,0.005196082975589378,0.9867089361746336,0.9771372349074068
0.0013971768684973983,0.00012968140640212285,0.18961481148553938,nan,-0.002445759925362445,-0.017476655985403156,0.9673898676618341,0.9816911223010062
9.779288707920502e-06,1.5410632437528212e-08,0.009164657287834955,nan,-1.8299668716010783e-06,-0.0010492202244799867,0.9451009938520775,0.9790155955104003
0.001184708007652759,1.631825464355989e-06,0.1787704984910109,nan,0.0019677421934488626,0.010498820603899117,0.9500445247858437,0.9790023587922018
0.0035114910245132107,2.162788840041222e-07,0.1896949194498407,nan,0.0006467679485482325,0.003992531583392356,0.992457516635006,0.989020538145671
0.0036979647347217632,0.0018603901392559852,0.01979805728820203,nan,0.00011502971360854986,-0.000703927471133077,0.9989390463307949,0.9859214505773385
0.0010825665456377371,2.3522735734630704e-06,0.13768140476836013,nan,6.416002846432178e-05,0.0001731526840735853,0.997212360073022,0.9994558058500544
0.00010049008235949361,2.4912729431348176e-06,0.30208233203787416,nan,7.681075140719695e-05,0.009133909420202646,0.98493906835153,0.9888363329308635
0.0017210920453100168,2.715837147839981e-06,0.07286466515953409,nan,0.00019467374373671742,0.002746694998115279,0.9925565921512431,0.9879145420082928
0.001304837147330677,3.5326003497136394e-06,0.10176536592546552,nan,0.0012959885467844212,0.009468058305153404,0.9782552257250936,0.9869814198304141
0.007664779910451436,4.706223411642875e-06,0.08519223478368171,nan,-0.014568054561973187,-0.006734267919883741,0.9512828406131763,0.9886035465971198
2.0107225561651322e-10,0.003913446524520522,0.12522346665390868,nan,-0.003799091885457684,-0.012340342647649716,0.9471271309316521,0.9857111821974582
